 0.000000 -9.364100e-46 0.000000e+00 
 0.001953 -5.378058e-23 0.000000e+00 
 0.003906 -4.271155e-23 0.000000e+00 
 0.005859 -7.052233e-24 0.000000e+00 
 0.007812 5.986732e-23 0.000000e+00 
 0.009766 7.207773e-23 0.000000e+00 
 0.011719 5.782914e-23 0.000000e+00 
 0.013672 -8.644441e-23 0.000000e+00 
 0.015625 -8.561376e-23 0.000000e+00 
 0.017578 -1.162642e-23 0.000000e+00 
 0.019531 -1.025605e-23 0.000000e+00 
 0.021484 2.583568e-23 0.000000e+00 
 0.023438 6.160509e-23 0.000000e+00 
 0.025391 -9.912358e-24 0.000000e+00 
 0.027344 5.635183e-23 0.000000e+00 
 0.029297 -8.454812e-23 0.000000e+00 
 0.031250 -1.419071e-23 0.000000e+00 
 0.033203 4.111859e-24 0.000000e+00 
 0.035156 3.957804e-23 0.000000e+00 
 0.037109 -2.233539e-24 0.000000e+00 
 0.039062 -9.235042e-24 0.000000e+00 
 0.041016 2.156501e-23 0.000000e+00 
 0.042969 -2.608878e-23 0.000000e+00 
 0.044922 4.346298e-23 0.000000e+00 
 0.046875 3.042078e-23 0.000000e+00 
 0.048828 -7.181196e-23 0.000000e+00 
 0.050781 -5.518958e-23 0.000000e+00 
 0.052734 -3.223521e-23 0.000000e+00 
 0.054688 -2.491076e-23 0.000000e+00 
 0.056641 4.223120e-23 0.000000e+00 
 0.058594 9.605890e-23 0.000000e+00 
 0.060547 5.108876e-23 0.000000e+00 
 0.062500 4.323047e-23 0.000000e+00 
 0.064453 8.662964e-24 0.000000e+00 
 0.066406 -3.570445e-23 0.000000e+00 
 0.068359 -8.921185e-23 0.000000e+00 
 0.070312 -4.488518e-23 0.000000e+00 
 0.072266 -9.031220e-23 0.000000e+00 
 0.074219 -2.564343e-23 0.000000e+00 
 0.076172 3.311127e-23 0.000000e+00 
 0.078125 6.696929e-23 0.000000e+00 
 0.080078 7.940484e-23 0.000000e+00 
 0.082031 1.162551e-22 0.000000e+00 
 0.083984 1.065135e-24 0.000000e+00 
 0.085938 4.159274e-24 0.000000e+00 
 0.087891 -6.484123e-23 0.000000e+00 
 0.089844 -9.642997e-23 0.000000e+00 
 0.091797 -6.743372e-23 0.000000e+00 
 0.093750 -1.741679e-23 0.000000e+00 
 0.095703 1.630311e-23 0.000000e+00 
 0.097656 5.219773e-23 0.000000e+00 
 0.099609 -1.910941e-24 0.000000e+00 
 0.101562 2.155676e-23 0.000000e+00 
 0.103516 1.028823e-24 0.000000e+00 
 0.105469 2.677440e-23 0.000000e+00 
 0.107422 2.912845e-23 0.000000e+00 
 0.109375 4.872220e-23 0.000000e+00 
 0.111328 3.324436e-24 0.000000e+00 
 0.113281 1.589057e-23 0.000000e+00 
 0.115234 -5.040866e-23 0.000000e+00 
 0.117188 -8.003361e-23 0.000000e+00 
 0.119141 -1.080203e-22 0.000000e+00 
 0.121094 -2.783814e-23 0.000000e+00 
 0.123047 -2.341422e-23 0.000000e+00 
 0.125000 9.254064e-23 0.000000e+00 
