 0.00e+00 -1.31443e-22 
 5.00e-03 -8.52184e-23 
 1.00e-02 -1.17408e-23 
 1.50e-02 6.30180e-23 
 2.00e-02 1.15833e-22 
 2.50e-02 1.31685e-22 
 3.00e-02 1.06283e-22 
 3.50e-02 4.69408e-23 
 4.00e-02 -2.86904e-23 
 4.50e-02 -9.65579e-23 
 5.00e-02 -1.33434e-22 
 5.50e-02 -1.26116e-22 
 6.00e-02 -7.72980e-23 
 6.50e-02 -3.85160e-24 
 7.00e-02 7.02769e-23 
 7.50e-02 1.21757e-22 
 8.00e-02 1.34065e-22 
 8.50e-02 1.01760e-22 
 9.00e-02 3.27762e-23 
 9.50e-02 -5.11376e-23 
 1.00e-01 -1.18629e-22 
 1.05e-01 -1.41443e-22 
 1.10e-01 -1.10109e-22 
 1.15e-01 -3.90019e-23 
 1.20e-01 4.33682e-23 
 1.25e-01 1.08256e-22 
 1.30e-01 1.35319e-22 
 1.35e-01 1.16500e-22 
 1.40e-01 5.76625e-23 
 1.45e-01 -2.24140e-23 
 1.50e-01 -9.64066e-23 
 1.55e-01 -1.37021e-22 
 1.60e-01 -1.28500e-22 
 1.65e-01 -7.42016e-23 
 1.70e-01 5.63914e-24 
 1.75e-01 8.29652e-23 
 1.80e-01 1.31412e-22 
 1.85e-01 1.33820e-22 
 1.90e-01 8.71936e-23 
 1.95e-01 5.11669e-24 
 2.00e-01 -8.26781e-23 
 2.05e-01 -1.38760e-22 
 2.10e-01 -1.37064e-22 
 2.15e-01 -7.93143e-23 
 2.20e-01 7.55502e-24 
 2.25e-01 8.84096e-23 
 2.30e-01 1.34592e-22 
 2.35e-01 1.30892e-22 
 2.40e-01 7.86559e-23 
 2.45e-01 -4.22180e-24 
 2.50e-01 -8.75399e-23 
 2.55e-01 -1.38321e-22 
 2.60e-01 -1.35182e-22 
 2.65e-01 -7.94651e-23 
 2.70e-01 6.15737e-24 
 2.75e-01 8.88651e-23 
 2.80e-01 1.37871e-22 
 2.85e-01 1.34026e-22 
 2.90e-01 7.59898e-23 
 2.95e-01 -1.69632e-23 
 3.00e-01 -1.06595e-22 
 3.05e-01 -1.49756e-22 
 3.10e-01 -1.24481e-22 
 3.15e-01 -4.49997e-23 
 3.20e-01 5.03362e-23 
 3.25e-01 1.21957e-22 
 3.30e-01 1.43259e-22 
 3.35e-01 1.06673e-22 
 3.40e-01 2.57380e-23 
 3.45e-01 -6.80644e-23 
 3.50e-01 -1.35064e-22 
 3.55e-01 -1.44667e-22 
 3.60e-01 -9.23378e-23 
 3.65e-01 -1.59673e-24 
 3.70e-01 8.91730e-23 
 3.75e-01 1.42800e-22 
 3.80e-01 1.36215e-22 
 3.85e-01 6.87036e-23 
 3.90e-01 -3.45206e-23 
 3.95e-01 -1.25480e-22 
 4.00e-01 -1.54902e-22 
 4.05e-01 -1.06616e-22 
 4.10e-01 -8.94851e-24 
 4.15e-01 8.88353e-23 
 4.20e-01 1.44238e-22 
 4.25e-01 1.35055e-22 
 4.30e-01 6.50453e-23 
 4.35e-01 -3.65388e-23 
 4.40e-01 -1.23849e-22 
 4.45e-01 -1.53763e-22 
 4.50e-01 -1.10714e-22 
 4.55e-01 -1.62510e-23 
 4.60e-01 8.50150e-23 
 4.65e-01 1.47043e-22 
 4.70e-01 1.40389e-22 
 4.75e-01 6.39047e-23 
 4.80e-01 -5.03255e-23 
 4.85e-01 -1.42163e-22 
 4.90e-01 -1.55459e-22 
 4.95e-01 -8.28505e-23 
 5.00e-01 3.02579e-23 
 5.05e-01 1.23677e-22 
 5.10e-01 1.53956e-22 
 5.15e-01 1.07640e-22 
 5.20e-01 5.80109e-24 
 5.25e-01 -1.02203e-22 
 5.30e-01 -1.58741e-22 
 5.35e-01 -1.31287e-22 
 5.40e-01 -3.51395e-23 
 5.45e-01 7.84491e-23 
 5.50e-01 1.51512e-22 
 5.55e-01 1.45387e-22 
 5.60e-01 5.80070e-23 
 5.65e-01 -6.89836e-23 
 5.70e-01 -1.58945e-22 
 5.75e-01 -1.49268e-22 
 5.80e-01 -4.84987e-23 
 5.85e-01 7.58537e-23 
 5.90e-01 1.53382e-22 
 5.95e-01 1.44474e-22 
 6.00e-01 5.35568e-23 
 6.05e-01 -7.12845e-23 
 6.10e-01 -1.57635e-22 
 6.15e-01 -1.50389e-22 
 6.20e-01 -5.36269e-23 
 6.25e-01 7.38911e-23 
 6.30e-01 1.58204e-22 
 6.35e-01 1.48680e-22 
 6.40e-01 4.40657e-23 
 6.45e-01 -9.73891e-23 
 6.50e-01 -1.75461e-22 
 6.55e-01 -1.27641e-22 
 6.60e-01 5.68959e-24 
 6.65e-01 1.29242e-22 
 6.70e-01 1.67517e-22 
 6.75e-01 9.81161e-23 
 6.80e-01 -3.79861e-23 
 6.85e-01 -1.53377e-22 
 6.90e-01 -1.65454e-22 
 6.95e-01 -6.41890e-23 
 7.00e-01 7.98291e-23 
 7.05e-01 1.70305e-22 
 7.10e-01 1.43739e-22 
 7.15e-01 8.47591e-24 
 7.20e-01 -1.43043e-22 
 7.25e-01 -1.80248e-22 
 7.30e-01 -6.92911e-23 
 7.35e-01 8.96995e-23 
 7.40e-01 1.76333e-22 
 7.45e-01 1.31013e-22 
 7.50e-01 -1.57683e-23 
 7.55e-01 -1.56236e-22 
 7.60e-01 -1.74587e-22 
 7.65e-01 -5.30087e-23 
 7.70e-01 1.10281e-22 
 7.75e-01 1.86766e-22 
 7.80e-01 1.09198e-22 
 7.85e-01 -7.32959e-23 
 7.90e-01 -1.96108e-22 
 7.95e-01 -1.26532e-22 
 8.00e-01 5.79728e-23 
 8.05e-01 1.83120e-22 
 8.10e-01 1.44438e-22 
 8.15e-01 -2.76389e-23 
 8.20e-01 -1.81647e-22 
 8.25e-01 -1.64260e-22 
 8.30e-01 1.10181e-23 
 8.35e-01 1.76774e-22 
 8.40e-01 1.71393e-22 
 8.45e-01 -1.78948e-23 
 8.50e-01 -2.01768e-22 
 8.55e-01 -1.46709e-22 
 8.60e-01 7.40086e-23 
 8.65e-01 2.05082e-22 
 8.70e-01 1.09696e-22 
 8.75e-01 -1.15965e-22 
 8.80e-01 -2.14883e-22 
 8.85e-01 -5.73112e-23 
 8.90e-01 1.71170e-22 
 8.95e-01 1.93047e-22 
 9.00e-01 -4.56818e-23 
 9.05e-01 -2.36579e-22 
 9.10e-01 -7.01245e-23 
 9.15e-01 1.90042e-22 
 9.20e-01 1.76593e-22 
 9.25e-01 -1.00052e-22 
 9.30e-01 -2.38690e-22 
 9.35e-01 -3.50992e-24 
 9.40e-01 2.44842e-22 
 9.45e-01 8.13617e-23 
 9.50e-01 -2.57145e-22 
 9.55e-01 -7.92283e-23 
 9.60e-01 2.54476e-22 
 9.65e-01 7.47053e-23 
 9.70e-01 -2.81484e-22 
 9.75e-01 -2.25349e-23 
 9.80e-01 3.07499e-22 
 9.85e-01 -1.69894e-22 
 9.90e-01 -1.54822e-22 
 9.95e-01 3.53163e-22 
