 0.000000 -6.82007e-23 0.00000e+00 
 0.001953 3.15956e-23 9.99170e-38 
 0.003906 4.19254e-23 -4.26117e-38 
 0.005859 1.16119e-22 -1.41059e-37 
 0.007812 4.61985e-23 -9.40395e-38 
 0.009766 4.52416e-23 6.46522e-38 
 0.011719 -2.65004e-23 -1.52814e-37 
 0.013672 -3.16747e-23 8.22846e-38 
 0.015625 -5.33841e-23 -5.87747e-38 
 0.017578 4.51700e-25 -2.29221e-37 
 0.019531 -9.56625e-25 -9.40395e-38 
 0.021484 -7.96712e-23 -5.87747e-39 
 0.023438 -1.08514e-22 -8.22846e-38 
 0.025391 3.58048e-23 -2.99751e-37 
 0.027344 1.05123e-22 2.05712e-37 
 0.029297 4.82832e-23 -1.23427e-37 
 0.031250 6.67508e-23 -1.17549e-38 
 0.033203 8.90213e-23 7.05297e-38 
 0.035156 -1.26884e-23 -3.52648e-38 
 0.037109 -4.91845e-23 -1.17549e-37 
 0.039062 -1.12507e-22 1.17549e-37 
 0.041016 -1.02238e-22 -2.70364e-37 
 0.042969 3.55627e-24 -4.70198e-38 
 0.044922 -1.18304e-23 -9.40395e-38 
 0.046875 2.22569e-23 1.17549e-38 
 0.048828 5.49498e-23 -2.23344e-37 
 0.050781 7.19844e-23 1.91018e-37 
 0.052734 1.41787e-23 8.22846e-38 
 0.054688 9.89771e-23 -2.82119e-37 
 0.056641 -6.81772e-23 6.02441e-38 
 0.058594 -2.34957e-23 -1.17549e-37 
 0.060547 -6.49754e-23 -1.26366e-37 
 0.062500 -1.05444e-23 0.00000e+00 
 0.064453 -1.63369e-24 -2.02513e-37 
 0.066406 -9.58356e-24 7.34684e-39 
 0.068359 -5.72135e-23 1.41059e-37 
 0.070312 2.12001e-23 -5.47411e-38 
 0.072266 6.16939e-23 4.70198e-38 
 0.074219 4.61874e-23 3.15367e-37 
 0.076172 -1.21140e-24 1.60536e-37 
 0.078125 -1.12836e-23 1.37718e-38 
 0.080078 -4.99761e-23 3.30750e-38 
 0.082031 5.34014e-23 0.00000e+00 
 0.083984 2.55473e-23 6.88589e-39 
 0.085938 1.41207e-23 1.76324e-37 
 0.087891 -4.62048e-25 1.11672e-37 
 0.089844 -7.89778e-23 -2.56997e-38 
 0.091797 -7.64543e-23 1.74480e-37 
 0.093750 -2.97265e-23 0.00000e+00 
 0.095703 9.55023e-24 -2.50541e-37 
 0.097656 4.44319e-23 1.72290e-37 
 0.099609 1.01902e-22 1.17549e-38 
 0.101562 4.54069e-23 9.00059e-38 
 0.103516 -7.95241e-24 7.62341e-38 
 0.105469 -4.86741e-23 2.06577e-38 
 0.107422 5.07534e-23 -2.14931e-38 
 0.109375 -1.46278e-23 -6.64960e-38 
 0.111328 -2.82025e-23 4.70198e-38 
 0.113281 -7.84910e-23 1.13516e-37 
 0.115234 -4.36256e-23 1.91018e-38 
 0.117188 -1.55259e-23 1.78054e-38 
 0.119141 8.45515e-24 -1.97270e-37 
 0.121094 2.01570e-23 2.15277e-37 
 0.123047 6.48164e-23 -7.34684e-38 
 0.125000 2.94438e-23 0.00000e+00 
 0.126953 6.76473e-23 -8.00948e-38 
 0.128906 7.91337e-23 -8.55978e-38 
 0.130859 -2.44162e-23 1.37026e-37 
 0.132812 -5.59566e-23 -7.42173e-38 
 0.134766 -1.33656e-22 1.84381e-39 
 0.136719 -6.26880e-23 -8.63183e-38 
 0.138672 -4.22506e-23 -2.07555e-37 
 0.140625 1.69862e-23 2.55267e-38 
 0.142578 1.68835e-23 1.39448e-38 
 0.144531 1.44649e-22 -8.02678e-38 
 0.146484 2.57044e-23 3.42564e-38 
 0.148438 7.86050e-23 -1.01761e-37 
 0.150391 -2.83745e-23 8.21116e-38 
 0.152344 1.07559e-23 -8.21116e-38 
 0.154297 -7.61723e-23 -5.87747e-39 
 0.156250 -7.26577e-23 -6.64960e-38 
 0.158203 -3.86640e-23 -2.97561e-37 
 0.160156 -1.23011e-23 1.01761e-37 
 0.162109 1.03701e-23 8.02678e-38 
 0.164062 4.39317e-23 2.35099e-38 
 0.166016 3.33271e-23 -6.64960e-38 
 0.167969 -8.49016e-24 9.40395e-38 
 0.169922 4.82038e-23 7.05297e-38 
 0.171875 2.33326e-23 3.52648e-38 
 0.173828 -5.74671e-23 7.42173e-38 
 0.175781 -5.02517e-23 -1.36939e-37 
 0.177734 7.24777e-23 5.87747e-38 
 0.179688 1.49796e-23 2.63621e-38 
 0.181641 2.61703e-24 4.93245e-38 
 0.183594 9.84209e-24 -3.01595e-37 
 0.185547 -4.70863e-23 -8.50503e-38 
 0.187500 -6.54963e-23 0.00000e+00 
 0.189453 -7.77283e-23 -2.82781e-37 
 0.191406 2.91595e-23 -6.31828e-38 
 0.193359 1.62745e-23 -1.94762e-38 
 0.195312 7.45694e-23 2.46854e-37 
 0.197266 1.02734e-22 1.80012e-37 
 0.199219 7.31173e-23 1.74307e-37 
 0.201172 -6.13932e-23 5.84287e-38 
 0.203125 -1.94234e-23 -3.32480e-38 
 0.205078 -6.02612e-23 -2.79929e-37 
 0.207031 -7.74529e-23 1.62379e-37 
 0.208984 8.60113e-24 -5.96101e-38 
 0.210938 -5.13739e-23 -2.66330e-37 
 0.212891 -1.74309e-23 -2.17466e-37 
 0.214844 2.91859e-23 -9.56510e-39 
 0.216797 4.32186e-23 9.99170e-38 
 0.218750 8.87024e-23 9.40395e-38 
 0.220703 5.57439e-23 2.54575e-37 
 0.222656 -1.21064e-23 -3.92985e-38 
 0.224609 2.05502e-23 -1.99834e-37 
 0.226562 -3.65150e-23 9.80732e-38 
 0.228516 -4.03555e-23 -1.17549e-37 
 0.230469 -6.10211e-23 -2.06577e-38 
 0.232422 -5.41225e-23 -2.29394e-37 
 0.234375 -4.15568e-24 -4.29861e-38 
 0.236328 -4.92007e-23 -1.80012e-37 
 0.238281 3.66717e-23 6.86858e-38 
 0.240234 9.33230e-23 1.92487e-37 
 0.242188 7.05088e-23 -1.54831e-37 
 0.244141 7.68055e-24 -4.64723e-38 
 0.246094 7.99417e-23 -2.15277e-37 
 0.248047 -7.06584e-23 -2.14528e-37 
 0.250000 -4.83846e-23 0.00000e+00 
 0.251953 -6.94358e-23 9.99170e-38 
 0.253906 -4.36578e-23 7.49378e-38 
 0.255859 8.41049e-23 4.70198e-38 
 0.257812 -2.38574e-23 -3.64403e-37 
 0.259766 -3.07273e-23 -2.93874e-38 
 0.261719 -8.07515e-24 -1.17549e-38 
 0.263672 1.60400e-23 -5.87747e-38 
 0.265625 -9.13601e-24 3.52648e-38 
 0.267578 1.68304e-23 1.93957e-37 
 0.269531 7.11067e-23 0.00000e+00 
 0.271484 8.41993e-23 -2.17466e-37 
 0.273438 4.33487e-23 1.99834e-37 
 0.275391 -2.22959e-23 1.35182e-37 
 0.277344 -7.82327e-23 -2.93874e-38 
 0.279297 -1.55550e-22 -1.23427e-37 
 0.281250 -4.36528e-23 1.17549e-38 
 0.283203 -4.08740e-23 -4.46688e-37 
 0.285156 4.07397e-23 3.52648e-38 
 0.287109 6.13568e-23 9.40395e-38 
 0.289062 7.83369e-23 -7.05297e-38 
 0.291016 8.90518e-23 -1.99834e-37 
 0.292969 4.20891e-23 -2.11589e-37 
 0.294922 3.46122e-23 0.00000e+00 
 0.296875 -3.25713e-23 1.17549e-38 
 0.298828 -7.34602e-23 2.46854e-37 
 0.300781 -8.06595e-23 7.34684e-38 
 0.302734 -9.52517e-23 -3.52648e-38 
 0.304688 -6.67705e-23 -2.35099e-38 
 0.306641 1.17462e-23 -8.08152e-38 
 0.308594 5.83179e-23 1.64569e-37 
 0.310547 1.07620e-22 2.96812e-37 
 0.312500 7.88541e-23 0.00000e+00 
 0.314453 1.63748e-23 2.84798e-37 
 0.316406 7.12375e-23 -6.31828e-38 
 0.318359 -5.97499e-23 1.41059e-37 
 0.320312 -6.12274e-23 2.19310e-37 
 0.322266 -2.94267e-23 4.70198e-38 
 0.324219 -1.91968e-23 1.54831e-37 
 0.326172 -9.40279e-23 -7.72128e-39 
 0.328125 -2.15197e-23 1.27288e-37 
 0.330078 -2.68982e-24 -3.26949e-37 
 0.332031 2.23176e-23 9.40395e-38 
 0.333984 7.04699e-23 -5.39057e-38 
 0.335938 9.09848e-23 1.76324e-37 
 0.337891 1.09411e-22 2.52731e-37 
 0.339844 -1.99314e-23 -3.62213e-37 
 0.341797 -9.00361e-23 2.13433e-37 
 0.343750 -8.29210e-23 -4.70198e-38 
 0.345703 6.97216e-25 -1.25617e-37 
 0.347656 -2.28932e-23 1.80358e-37 
 0.349609 1.07480e-23 1.17549e-38 
 0.351562 -2.58233e-23 -2.31065e-37 
 0.353516 -1.47790e-23 -2.92143e-38 
 0.355469 5.46923e-23 -2.06577e-38 
 0.357422 4.95109e-24 3.62386e-37 
 0.359375 2.44631e-23 6.64960e-38 
 0.361328 2.18381e-23 1.88079e-37 
 0.363281 -7.71946e-24 -2.54575e-37 
 0.365234 6.88146e-23 -9.84477e-38 
 0.367188 -1.48739e-23 2.40803e-37 
 0.369141 -2.43739e-24 -6.42777e-38 
 0.371094 -8.11659e-23 -1.85889e-37 
